photo_filename,chatgpt_rating,rating
koco_restaurant_muslum_bahceci.png,3,5
kofteci_yusuf_ayse_koylu.png,4,5
kofteci_yusuf_kemal_hakat.png,3,4
kofteci_yusuf_nurullah_cinar.png,4,5
kofteci_yusuf_sibel_bilik.png,3,5
korelee_kubra_sener.png,4,5
korelee_mert_ozlu.png,4,2
korelee_merve_sahin.png,3,4
korelee_zeynep_cakmak.png,4,5
kruvasan_ayse_simge.png,4,5
kruvasan_furkan_isik.png,4,4
kruvasan_meryem_guven.png,4,4
kukis_suadiye_merve_kutukoglu.png,4,4
kukis_suadiye_nermin_yurtoglu.png,4,4
kukis_suadiye_ozdogan_kevser.png,3,3
kumrucu_omur_ece_yucel.png,4,5
kumrucu_omur_efe_eryurt.png,4,2
kumrucu_omur_yasemin_yilmaz.png,4,5
kumsal_lokantasi_bora_gungoren.png,4,5
kumsal_lokantasi_burcak_kurt.png,2,4
kumsal_lokantasi_ceren_yaman.png,3,5
kumsal_lokantasi_osman_gunalp.png,3,5
leman_kultur_melis_demir.png,3,5
leman_kultur_merve_gun.png,3,3
leman_kultur_mesut_dursun.png,4,3
lipa_ozgun_onder.png,4,5
lipa_selin_yoruk.png,2,5
lipa_zeynep_barista.png,4,4
mado_asuman_mutevellioglu.png,4,5
mado_melike_gulsen.png,4,3
mado_muhammet_ay.png,3,4
mado_sumeyye_gulten.png,3,5
magro_kardelen_acar.png,4,5
magro_nevin_gultepe.png,4,5
magro_sibel_kadirli.png,3,3
mcdonalds_fethiye_cagla_cemre.png,2,4
mcdonalds_fethiye_hatice_akin.png,2,5
mcdonalds_fethiye_serafettin_ozturk.png,2,2
mcdonalds_fethiye_suleyman_keskin.png,2,4
mcdonalds_fethiye_suleyman_keskin.png,3,4
medeniyetler_sofrasi_akif_firat.png,5,5
medeniyetler_sofrasi_akif_firat.png,5,5
medeniyetler_sofrasi_serpil_can.png,4,3
medeniyetler_sofrasi_serpil_can.png,5,3
mersinli_cigerci_apo_gokhan_guzel.png,3,5
mersinli_cigerci_apo_gokhan_guzel.png,5,5
mersinli_cigerci_apo_hayrullah_unal.png,3,3
mersinli_cigerci_apo_hayrullah_unal.png,5,3
mersinli_cigerci_apo_mahmut_demir.png,4,5
mersinli_cigerci_apo_mahmut_demir.png,5,5
metanet_lokantasi_batuhan_tuna.png,4,5
metanet_lokantasi_batuhan_tuna.png,4,5
metanet_lokantasi_ulucan_kaymak.png,5,4
metanet_lokantasi_ulucan_kaymak.png,4,4
metanet_lokantasi_volkan_savas.png,4,5
metanet_lokantasi_volkan_savas.png,5,5
mevlana_lokantasi_alexandra_wedl.png,3,5
mevlana_lokantasi_alexandra_wedl.png,3,5
mevlana_lokantasi_eslem_tural.png,4,5
mevlana_lokantasi_hasan_eryigit.png,5,3
mevlana_lokantasi_janna_asueva.png,4,4
midpoint_caner_begun.png,4,4
midpoint_ceren_cakir.png,5,5
midpoint_merve_kadirli.png,3,2
midyeci_ahmet_guhur_gursan.png,4,5
midyeci_ahmet_murat_yazicioglu.png,4,1
midyeci_ahmet_mustafa_pektas.png,4,4
minoa_asude_cinkir.png,5,4
minoa_melis_sezer.png,4,3
minoa_yusuf_arca.png,5,5
miss_pizza_ilkin_saymaz.png,4,3
miss_pizza_nil_arda.png,3,5
miss_pizza_salih_gursoy.png,4,5
monica_kitchen_cem_yarimbas.png,5,5
monica_kitchen_dilara_azak.png,4,4
monica_kitchen_sena_akcay.png,3,5
my_friends_burger_firat_ismail.png,4,2
my_friends_burger_gonul_bilir.png,4,1
my_friends_burger_gonul_bilir.png,4,1
my_friends_burger_hatice_isik.png,4,2
my_friends_burger_nilufer_yilmaz.png,4,5
nazar_cafe_burhan_kilic.png,3,5
nazar_cafe_nalan_kavskli.png,4,1
nesh_ece_dincer.png,4,5
nusr-et_adem_ince.png,4,5
nusr-et_kaan_omak.png,4,3
nusr-et_pelin_kaymaz.png,4,5
patso_burger_bekir_bilir.png,3,5
patso_burger_ece_oztunc.png,3,4
patso_burger_ersen_turgut.png,3,3
patso_burger_tuna_hocaoglu.png,3,4
pecko_firin_atakum_bulut_ergun.png,4,4
pecko_firin_atakum_burhan_arslan.png,4,5
pecko_firin_atakum_dogan_uzman.png,4,1
pecko_firin_atakum_ridvan_turk.png,4,5
pecko_firin_atakum_saniye_kilic.png,4,5
pizza_fellas_huseyin_uysal.png,3,4
pizza_fellas_mustafa_caliskan.png,4,3
pizza_fellas_seda_sinem.png,4,5
pizza_fellas_serkan_colak.png,4,2
pizzeria_remo_amanda_musumeci.png,5,5
pizzeria_remo_spyros_venizelos.png,5,3
popeyes_kenan_yildirim.png,3,4
popeyes_melisa_sen.png,4,1
popeyes_orhan_kadirli.png,2,2
popeyes_zehra_ozturk.png,4,5
pukka_marmaris_adem_can.png,5,5
pukka_marmaris_bekir_unsal.png,4,5
pukka_marmaris_brad_murphy.png,5,4
red_dragon_ediz_aksoy.png,4,5
red_dragon_muhsine_ozer.png,4,3
red_dragon_tugce_atalay.png,3,5
riviera_alex_aali.png,4,2
riviera_goksel_aybek.png,5,2
riviera_gorkey_bardakci.png,4,5
rumeli_iskembecisi_emre_yildirim.png,4,5
rumeli_iskembecisi_mehmet_durmaz.png,3,3
rumeli_iskembecisi_serdar_sezgin.png,4,4
sakip_usta_gaziantep_agah_beyoglu.png,4,4
sakip_usta_gaziantep_gamze_aciogli.png,4,4
sakip_usta_gaziantep_huseyin_bulut.png,4,5
sakip_usta_goktug_yigit.png,4,4
salacak_ayla_gunduz.png,4,5
salacak_ayla_gunduz.png,4,5
salacak_candan_esin.png,4,3
salacak_candan_esin.png,3,3
salacak_hulya_azim.png,4,2
salacak_hulya_azim.png,5,2
sardalye_efecan_kobo.png,5,4
sardalye_efecan_kobo.png,4,4
sanukiya_michael_lam.png,4,5
sanukiya_arthur_jonathan.png,5,5
sanukiya_ashles_hsu.png,4,3
sardalye_guney_gecer.png,4,4
sardalye_irmak_yuzbasioglu.png,4,5
say_cheese_batuhan_demirci.png,3,4
say_cheese_emre_gudul.png,3,5
say_cheese_nur_yoruk.png,4,4
say_cheese_saniye_atga.png,4,4
sema_gozleme_holden_lai.png,3,5
sema_gozleme_melike_selvi.png,4,5
sema_gozleme_ugur_ev.png,4,4
sevinc_pastanesi_atahan_nuhoglu.png,4,4
sevinc_pastanesi_betul_uzunoglu.png,3,2
sevinc_pastanesi_sibel_kaynak.png,4,5
sini_mugla_gulden_ulualp.png,5,5
sini_mugla_yunus_mutlu.png,4,4
sini_mugla_kadir_hurok.png,5,4
starbucks_bodrum_alparslan_alatur.png,3,5
starbucks_bodrum_sule_kivrak.png,4,2
starbucks_bodrum_yasemin_catalkaya.png,4,4
suflor_aysegul_arslan.png,4,5
suflor_deniz_acar.png,3,5
suflor_selame_hopurcuoglu.png,4,4
sushico_cansel_elcin.png,4,3
sushico_fattuma_ramesy.png,4,3
sushico_hikmet_beral.png,4,4
tatbak_gokay_baydemir.png,4,5
tatbak_leyla_ciftci.png,3,4
tatbak_mert_cakir.png,4,5
tatbak_nafican_tatlici.png,4,3
tavuk_dunyasi_cihangir_koyuncu.png,4,4
tavuk_dunyasi_furkan_yildirim.png,3,1
tavuk_dunyasi_ozge_sisar.png,4,3
tuana_restaurant_ahmet_ekim.png,4,1
tuana_restaurant_emre_bozkurt.png,4,4
tuana_restaurant_erim_kadioglu.png,4,4
umut_pide_gulistan_avci.png,4,5
umut_pide_metin_elmaci.png,4,5
umut_pide_seray_kuyumcu.png,4,5
vefa_bozacisi_cigdem_kutlu.png,4,5
vefa_bozacisi_gokhan_bardak.png,4,4
vefa_bozacisi_merve_ayda.png,3,4
yesemek_berna_sevildi.png,4,1
yesemek_feyza_kircicek.png,4,5
yesemek_zeynep_aktop.png,4,4
zula_haluk_kinaci.png,4,5
zula_kardelen_derin.png,4,5
zula_rabia_kucuk.png,4,4
